id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y
8408,42,79.0,1607506,1992,жен.,среднее,56449.0,0,106.978,0,низкий,1,1,0.0094,0.0,12000.0,0.731,2,0
8409,26,87.7,539016,1974,муж.,ср. общ.,28123.0,0,109.827,0,средний,1,0,0.0086,-0.52,68000.0,0.424,1,0
8410,20,96.4,125804,2002,муж.,ср. специальное,118167.0,1,109.624,0,средний,1,0,0.0071,0.01,59000.0,0.644,3,0
8411,74,77.1,1202468,1987,муж.,высшее,32952.0,1,110.495,0,средний,1,0,0.0074,3.19,18000.0,0.617,4,0
8412,41,71.9,701474,1959,муж.,ср. специальное,26845.0,0,108.365,0,средний,1,1,0.007,-0.65,50000.0,0.865,2,0
8413,46,37.2,1438032,1995,муж.,уч. степень,44938.0,0,104.58,0,NA,0,0,0.0073,0.89,65000.0,0.563,1,0
8414,80,69.6,1430995,2002,муж.,ср. специальное,31350.0,1,105.036,0,средний,1,1,0.0085,0.68,222000.0,0.802,3,0
8415,89,55.6,233087,1986,жен.,высшее,20250.0,0,96.21,0,средний,1,0,0.0069,-0.47,81000.0,0.233,3,0
8416,55,76.0,207638,1960,муж.,неоконч. высшее,81674.0,0,109.206,0,средний,1,1,0.0095,3.67,65000.0,0.238,1,0
8417,53,66.7,1733811,1976,жен.,высшее,17729.0,0,112.99,0,средний,1,1,0.0081,-2.76,110000.0,0.311,1,0
8418,17,57.3,2096671,1980,жен.,неоконч. высшее,40971.0,0,105.069,0,низкий,1,1,0.0078,0.8,23000.0,0.843,4,0
8419,74,74.1,1409214,1990,муж.,неоконч. высшее,59818.0,1,113.714,0,низкий,1,1,0.0077,-0.68,150000.0,0.508,3,0
8420,55,49.9,964178,1989,жен.,высшее,86778.0,0,94.082,0,высокий,1,0,0.0086,1.59,74000.0,0.791,3,0
8421,84,68.8,464885,1995,муж.,уч. степень,22015.0,1,94.365,0,высокий,1,1,0.0081,0.88,165000.0,0.776,2,0
8422,81,72.1,1721365,1975,муж.,ср. специальное,35165.0,0,99.687,0,низкий,0,0,0.0091,-3.31,42000.0,0.172,1,0
8423,55,93.7,1197939,1947,муж.,высшее,64622.0,1,109.834,0,средний,0,1,0.0087,-3.3,117000.0,0.584,2,0
8424,92,73.1,711553,1988,жен.,ср. специальное,29827.0,0,99.08,0,средний,0,1,0.0096,0.77,57000.0,0.289,1,0
8425,83,77.7,1624426,1995,муж.,неоконч. высшее,25715.0,1,111.339,0,низкий,1,1,0.0083,-2.78,78000.0,0.465,5,0
8426,36,78.1,507848,1957,жен.,ср. общ.,51921.0,0,111.007,0,низкий,1,1,0.0071,-0.06,75000.0,0.314,4,0
8427,88,64.7,539583,1984,жен.,ср. специальное,72668.0,1,97.852,0,высокий,1,1,0.0087,0.97,21000.0,0.894,4,0
8428,71,69.2,233654,1990,NA,ср. общ.,68510.0,1,103.63,0,средний,0,1,0.0089,2.37,53000.0,0.703,4,0
8429,93,82.3,2088899,1982,жен.,неоконч. высшее,75354.0,0,81.578,0,низкий,0,0,0.008,-1.61,190000.0,0.423,3,0
8430,38,119.9,1653301,2000,жен.,высшее,14737.0,0,85.587,0,низкий,1,1,0.0072,-2.51,67000.0,0.739,1,0
8431,52,63.4,1264568,1983,муж.,неоконч. высшее,38260.0,1,87.486,0,средний,1,1,0.0072,1.46,80000.0,0.593,1,0
8432,79,44.1,1293176,1975,жен.,высшее,39652.0,1,117.047,0,низкий,0,1,0.007,1.38,109000.0,0.914,1,0
8433,51,40.0,1117188,1975,муж.,высшее,57790.0,1,108.821,0,низкий,1,1,0.0074,-2.77,11000.0,0.809,2,0
8434,39,84.9,956187,1990,муж.,высшее,42157.0,1,96.909,0,средний,1,1,0.0081,0.74,141000.0,0.707,3,0
8435,32,60.6,403382,1959,жен.,NA,50241.0,0,85.584,0,низкий,1,0,0.0071,1.91,61000.0,0.637,1,0
8436,12,64.4,1498289,1973,муж.,ср. специальное,50299.0,0,112.38,0,средний,0,0,0.0073,-0.87,69000.0,0.52,3,0
8437,38,30.9,1117242,1990,муж.,ср. специальное,56084.0,0,112.076,0,средний,0,1,0.0079,0.07,158000.0,0.607,2,0
8438,67,89.1,867434,1979,жен.,высшее,36256.0,0,95.757,0,средний,0,0,0.0088,-2.77,49000.0,0.217,3,0
8439,58,41.6,881663,1993,муж.,ср. специальное,18078.0,0,106.95,0,низкий,0,0,0.0083,2.16,135000.0,0.934,1,0
8440,53,75.6,1981169,1978,NA,среднее,19260.0,1,107.97,0,средний,1,0,0.008,-1.56,122000.0,0.721,2,0
8441,10,90.0,778628,1982,жен.,неоконч. высшее,66111.0,0,93.342,0,средний,0,1,0.0081,0.82,46000.0,0.689,2,0
8442,64,98.4,628571,1963,муж.,неоконч. высшее,19351.0,0,100.297,0,высокий,1,1,0.0071,1.49,124000.0,0.374,3,0
8443,45,59.0,822091,1983,муж.,ср. общ.,43787.0,0,100.296,0,средний,1,1,0.0074,-1.45,174000.0,0.262,2,0
8444,11,66.9,1663791,1995,муж.,неоконч. высшее,27373.0,0,102.085,0,низкий,0,0,0.0096,-2.08,63000.0,0.133,3,0
8445,24,48.4,1847665,1975,муж.,ср. специальное,12868.0,0,89.807,0,средний,1,1,0.0069,1.24,132000.0,0.597,2,0
8446,95,95.9,1161306,1985,муж.,ср. специальное,50391.0,0,90.297,0,средний,1,1,0.0074,1.26,194000.0,0.032,2,0
8447,52,80.9,1569083,1983,муж.,ср. специальное,40899.0,0,103.843,0,низкий,1,1,0.0095,-4.93,164000.0,0.979,1,0
8448,84,30.4,1458157,2000,муж.,ср. специальное,63396.0,0,88.866,0,средний,1,0,0.0072,3.38,62000.0,0.894,2,0
8449,25,75.6,938227,1993,муж.,NA,83237.0,1,107.877,0,низкий,1,1,0.009,3.29,128000.0,0.129,3,0
8450,88,61.1,112842,1962,муж.,среднее,40573.0,0,106.567,0,высокий,0,1,0.0093,-2.9,108000.0,0.695,2,0
8451,80,63.2,1306189,1951,муж.,высшее,56614.0,1,96.435,0,низкий,0,1,0.0076,1.27,75000.0,0.034,2,0
8452,42,42.8,1228589,1967,муж.,среднее,16533.0,0,106.976,0,низкий,0,0,0.0086,1.63,195000.0,0.915,3,0
8453,84,81.7,1941488,1958,жен.,среднее,60880.0,1,108.169,0,низкий,1,0,0.0069,-1.67,44000.0,0.401,1,0
8454,91,81.9,1995862,1962,жен.,ср. специальное,23045.0,1,109.589,0,средний,0,0,0.0078,0.26,141000.0,0.711,1,0
8455,50,57.1,554811,1974,жен.,среднее,30898.0,1,110.199,0,средний,0,0,0.0078,-2.69,457000.0,0.484,5,0
8456,65,72.2,111644,1958,жен.,среднее,42243.0,0,93.503,0,средний,0,0,0.0082,0.53,64000.0,0.04,3,0
8457,79,74.5,1717291,1999,муж.,среднее,85804.0,0,109.566,0,высокий,1,0,0.0083,-1.16,124000.0,0.479,1,0
8458,91,59.4,552356,1982,жен.,ср. общ.,80715.0,1,102.742,0,средний,1,1,0.0078,-1.32,155000.0,0.604,2,0
8459,71,61.8,882087,1959,жен.,среднее,39808.0,0,99.576,0,средний,1,1,0.0076,3.35,73000.0,0.639,2,0
8460,49,49.2,611938,1975,муж.,ср. специальное,38345.0,1,112.915,0,низкий,1,1,0.0069,-1.15,131000.0,0.42,2,0
8461,75,48.5,992685,1990,жен.,среднее,45405.0,0,108.801,0,низкий,1,1,0.0083,1.28,134000.0,0.585,4,0
8462,86,48.3,793292,1992,жен.,среднее,30003.0,1,97.129,0,средний,1,0,0.0094,-1.62,29000.0,0.493,5,0
8463,19,87.2,703647,1991,жен.,среднее,29665.0,0,102.076,0,низкий,1,1,0.0093,1.15,74000.0,0.784,1,0
8464,74,56.2,566311,1980,муж.,ср. специальное,18166.0,0,97.716,0,средний,1,0,0.0075,1.46,217000.0,0.433,2,0
8465,73,76.5,513673,1981,жен.,уч. степень,16819.0,1,119.275,0,средний,1,0,0.0088,-2.14,149000.0,0.011,3,0
8466,78,76.0,1523401,1966,жен.,неоконч. высшее,58535.0,1,105.147,0,низкий,0,1,0.0086,-3.22,58000.0,0.089,1,0
8467,33,63.4,1433767,1992,жен.,среднее,51115.0,1,110.938,0,средний,0,1,0.0093,0.52,99000.0,0.222,1,0
8468,13,65.3,346895,1975,жен.,высшее,54296.0,0,105.808,0,средний,0,0,0.0072,2.21,79000.0,0.891,3,0
8469,61,77.7,554959,1976,жен.,высшее,72101.0,0,86.547,0,низкий,1,0,0.0076,-2.82,160000.0,0.876,1,0
8470,55,79.5,1366013,1998,жен.,среднее,37454.0,0,125.707,0,низкий,1,0,0.0074,0.71,62000.0,0.392,1,0
8471,82,58.0,654114,1989,жен.,среднее,47235.0,0,112.355,0,высокий,1,0,0.0091,1.9,22000.0,0.972,1,0
8472,42,80.7,1650435,1989,муж.,высшее,49831.0,0,99.043,0,средний,1,1,0.0096,1.09,54000.0,0.553,3,0
8473,17,86.1,853324,1998,жен.,среднее,60648.0,1,98.418,0,высокий,1,1,0.0082,0.07,259000.0,0.357,1,0
8474,85,60.7,2024312,1974,жен.,высшее,23972.0,0,111.677,0,средний,1,0,0.0083,1.6,55000.0,0.317,2,0
8475,42,66.2,1539191,1964,жен.,уч. степень,44178.0,0,102.757,0,низкий,1,0,0.0083,-2.39,27000.0,0.234,2,0
8476,97,38.9,389588,1960,жен.,неоконч. высшее,27095.0,0,98.473,0,средний,1,0,0.007,-0.38,172000.0,0.689,1,0
8477,63,50.1,1835109,2002,муж.,высшее,13879.0,0,105.998,0,средний,1,1,0.0087,0.72,49000.0,0.758,5,0
8478,23,57.5,2052324,1958,муж.,неоконч. высшее,39360.0,1,99.561,0,высокий,1,0,0.0078,-1.5,98000.0,0.125,2,0
8479,47,71.6,2015798,1984,муж.,среднее,20836.0,0,114.315,0,низкий,1,1,0.0092,-2.86,66000.0,0.214,3,0
8480,73,82.1,1865402,1966,муж.,неоконч. высшее,59900.0,1,107.793,0,средний,1,1,0.0071,-1.07,19000.0,0.008,3,0
8481,86,70.5,1953796,1981,муж.,высшее,53530.0,0,87.283,0,NA,1,0,0.0082,2.1,143000.0,0.422,2,0
8482,74,77.7,1752152,1965,муж.,среднее,52223.0,0,108.779,0,средний,1,1,0.0074,-0.66,132000.0,0.801,5,0
8483,65,80.8,1497014,1972,жен.,среднее,40411.0,0,108.605,0,средний,1,1,0.0071,0.76,146000.0,0.156,2,0
8484,67,60.5,1523977,1957,муж.,среднее,39709.0,1,105.218,0,средний,1,0,0.0074,-2.13,29000.0,0.442,1,0
8485,35,77.8,540428,1990,муж.,высшее,36125.0,0,104.051,0,средний,1,1,0.0073,1.26,79000.0,0.911,2,0
8486,59,75.1,1861386,1982,муж.,среднее,16787.0,1,95.928,0,высокий,1,0,0.0072,-0.4,50000.0,0.291,4,0
8487,61,70.6,1583925,1987,муж.,начальное,19297.0,0,90.585,0,средний,1,1,0.0087,-1.45,61000.0,0.734,4,0
8488,63,51.3,1171732,1986,муж.,NA,46991.0,1,111.177,0,средний,1,1,0.0085,-0.05,57000.0,0.136,3,0
8489,96,76.8,1206280,1966,муж.,неоконч. высшее,39587.0,0,107.918,0,средний,1,0,0.0072,-0.02,126000.0,0.312,2,0
8490,69,67.0,407389,1989,муж.,высшее,56103.0,1,108.342,0,низкий,1,1,0.0081,4.06,56000.0,0.763,3,0
8491,71,61.0,655252,1959,муж.,ср. общ.,87021.0,0,120.225,0,низкий,1,1,0.0081,0.13,143000.0,0.497,2,0
8492,12,55.0,2177130,1985,жен.,среднее,26281.0,0,113.801,0,высокий,0,0,0.009,-2.28,101000.0,0.975,1,0
8493,65,72.0,527297,1990,жен.,высшее,67115.0,1,93.746,0,средний,1,1,0.0091,-0.27,17000.0,0.396,4,0
8494,79,78.0,1593291,1998,муж.,среднее,34028.0,0,105.454,0,средний,0,1,0.0093,2.47,168000.0,0.802,2,0
8495,51,77.0,1894035,1964,жен.,уч. степень,42527.0,1,121.691,0,средний,1,0,0.0074,-3.53,178000.0,0.533,5,0
8496,24,101.4,1575374,1968,муж.,уч. степень,44589.0,1,109.273,0,средний,1,0,0.0086,-2.1,92000.0,0.269,4,0
8497,94,101.6,1211117,1969,муж.,среднее,16096.0,0,101.206,0,низкий,1,0,0.0077,-0.01,37000.0,0.906,4,1
8498,77,79.4,1935097,1977,жен.,среднее,38971.0,1,112.728,0,высокий,0,0,0.0096,-0.07,10000.0,0.118,1,0
8499,62,59.7,223213,1991,муж.,неоконч. высшее,39520.0,0,103.866,0,низкий,1,0,0.0069,-0.44,81000.0,0.574,1,0
8500,39,44.5,2227089,1987,жен.,высшее,48015.0,0,94.594,0,низкий,1,1,0.0072,-2.93,296000.0,0.871,2,0
8501,93,101.3,1848234,1980,жен.,высшее,24721.0,0,83.575,0,средний,1,1,0.0069,0.4,279000.0,0.992,2,0
8502,20,54.2,1847278,1983,муж.,уч. степень,86967.0,0,109.19,0,низкий,1,0,0.0073,-0.19,120000.0,0.76,4,0
8503,79,84.0,864679,1980,муж.,высшее,35264.0,0,119.171,0,низкий,1,0,0.0077,-3.39,80000.0,0.491,3,0
8504,78,62.2,872470,1950,NA,ср. общ.,52809.0,1,113.148,0,высокий,1,1,0.0072,2.68,33000.0,0.322,2,0
8505,66,80.3,1649741,1970,жен.,неоконч. высшее,49889.0,1,86.104,0,средний,0,0,0.0074,-3.1,247000.0,0.203,2,0
8506,53,56.2,2197034,1991,муж.,начальное,23746.0,0,116.57,0,низкий,1,1,0.0085,-2.85,108000.0,0.305,4,0
8507,60,111.0,1372579,1970,жен.,неоконч. высшее,26502.0,1,103.224,0,средний,0,1,0.0072,-0.61,138000.0,0.743,3,0
8508,52,50.1,1433206,1956,муж.,уч. степень,51235.0,1,93.637,0,высокий,1,1,0.0071,-0.82,33000.0,0.745,1,0
8509,28,48.3,298945,1972,жен.,ср. специальное,40331.0,0,96.393,0,низкий,1,0,0.0071,-0.45,135000.0,0.851,2,0
8510,95,28.0,1919792,2002,муж.,неоконч. высшее,39228.0,0,107.746,0,высокий,0,0,0.0074,-1.68,30000.0,0.951,2,0
8511,97,65.1,1631881,1997,жен.,NA,70492.0,0,112.059,0,высокий,1,1,0.0075,-2.19,13000.0,0.906,1,0
8512,55,81.2,1027545,1972,муж.,неоконч. высшее,49506.0,0,97.794,0,низкий,0,0,0.0084,-1.37,26000.0,0.881,2,0
8513,44,61.3,1471456,1984,жен.,высшее,28213.0,1,109.117,0,средний,1,0,0.0087,0.68,101000.0,0.131,2,1
8514,90,51.2,551569,1959,муж.,среднее,17594.0,0,105.516,1,NA,1,1,0.0085,1.42,12000.0,0.209,2,0
8515,57,55.6,923976,2002,муж.,неоконч. высшее,66667.0,0,108.424,0,низкий,1,1,0.0088,-2.75,49000.0,0.848,1,0
8516,57,62.8,2183533,1986,муж.,среднее,89673.0,0,102.329,0,средний,0,1,0.0083,1.23,18000.0,0.097,5,0
8517,63,65.4,488403,1979,жен.,неоконч. высшее,31919.0,0,115.18,0,низкий,0,0,0.0081,-0.51,76000.0,0.036,3,0
8518,32,88.4,1261959,1972,жен.,высшее,31225.0,0,124.421,0,низкий,1,0,0.0073,3.85,80000.0,0.408,2,0
8519,60,74.3,175383,1952,муж.,начальное,38971.0,0,109.432,0,средний,0,1,0.0092,-1.88,165000.0,0.913,4,0
8520,46,47.1,359258,1974,муж.,неоконч. высшее,37004.0,1,97.681,0,низкий,1,1,0.0093,1.35,122000.0,0.594,2,0
8521,67,46.3,125762,1969,муж.,среднее,42956.0,1,94.349,0,средний,1,0,0.0076,-0.08,125000.0,0.596,3,0
8522,24,84.8,1112045,1985,жен.,начальное,59567.0,0,102.014,1,средний,1,0,0.0084,0.54,41000.0,0.651,2,0
8523,45,108.9,204962,1979,жен.,высшее,30480.0,0,112.754,0,высокий,1,0,0.0075,0.9,62000.0,0.068,5,0
8524,23,78.7,255296,2002,муж.,среднее,26015.0,1,95.581,0,низкий,1,1,0.0088,0.41,146000.0,0.745,3,0
8525,48,38.5,960783,1979,муж.,неоконч. высшее,20114.0,0,101.73,0,низкий,0,0,0.0075,1.66,143000.0,0.243,5,0
8526,36,111.7,683134,1966,муж.,среднее,67085.0,0,86.173,0,низкий,1,0,0.0083,-2.62,240000.0,0.463,4,0
8527,73,86.7,1666322,1961,жен.,среднее,73588.0,0,84.58,0,средний,1,1,0.0071,-1.19,74000.0,0.777,1,0
8528,36,75.7,1120247,1997,муж.,неоконч. высшее,26569.0,0,116.342,0,средний,1,0,0.0075,0.23,110000.0,0.446,4,0
8529,28,62.6,2029098,1975,муж.,среднее,43283.0,0,109.582,0,низкий,0,1,0.007,0.7,121000.0,0.155,4,0
8530,22,82.9,685999,1985,жен.,начальное,50563.0,1,99.517,0,высокий,1,1,0.009,1.73,309000.0,0.862,2,0
8531,75,54.5,479149,1994,жен.,высшее,26984.0,1,92.183,0,низкий,1,1,0.0096,3.23,110000.0,0.62,1,1
8532,57,68.9,494862,1962,муж.,среднее,31343.0,0,102.665,0,средний,1,1,0.0091,-1.44,113000.0,0.262,1,0
8533,43,66.5,344292,1965,жен.,неоконч. высшее,47233.0,0,104.471,0,средний,1,1,0.0091,0.41,50000.0,0.95,1,0
8534,16,82.7,525785,1983,жен.,высшее,31569.0,0,104.018,0,низкий,1,1,0.008,0.99,18000.0,0.68,2,0
8535,83,61.0,633071,1967,муж.,среднее,55272.0,0,96.327,0,низкий,0,0,0.0072,0.9,51000.0,0.806,5,0
8536,51,64.0,664379,1983,муж.,среднее,21683.0,0,103.241,0,средний,1,0,0.0079,-0.14,234000.0,0.27,4,0
8537,56,79.8,362696,1968,муж.,высшее,38000.0,0,79.341,0,средний,1,1,0.0083,-1.14,17000.0,0.601,4,0
8538,81,81.3,1093396,1968,жен.,уч. степень,72417.0,0,96.495,0,средний,0,1,0.0087,-1.96,13000.0,0.476,2,0
8539,56,46.9,249497,1949,муж.,среднее,26291.0,1,92.47,0,низкий,0,1,0.0072,-0.38,228000.0,0.921,1,0
8540,89,49.1,175478,1969,муж.,среднее,41992.0,1,107.582,0,низкий,1,1,0.0075,-1.42,61000.0,0.724,3,0
8541,57,59.3,947490,1984,жен.,ср. специальное,19724.0,0,104.656,0,средний,1,0,0.008,-0.19,23000.0,0.639,1,0
8542,40,90.0,1849623,1984,жен.,высшее,88369.0,0,107.897,0,высокий,1,0,0.0092,1.4,84000.0,0.057,1,0
8543,48,76.9,647565,1975,жен.,неоконч. высшее,39746.0,0,100.925,0,низкий,1,0,0.0075,-0.42,112000.0,0.386,4,0
8544,93,35.7,2062257,1971,жен.,высшее,25007.0,0,91.084,0,низкий,1,1,0.0095,0.66,185000.0,0.358,1,1
8545,64,64.9,1175181,1946,муж.,ср. специальное,55527.0,0,115.449,0,средний,0,1,0.0078,-0.91,95000.0,0.252,3,0
8546,80,65.7,810990,1981,муж.,среднее,27495.0,1,96.654,0,средний,1,1,0.0069,-1.74,326000.0,0.455,4,0
8547,57,68.3,1784469,1990,муж.,среднее,33182.0,0,99.88,0,низкий,1,1,0.0093,-2.26,124000.0,0.805,2,0
8548,44,92.9,107301,1994,муж.,неоконч. высшее,61188.0,0,80.91,0,низкий,1,1,0.0078,1.36,20000.0,0.444,3,0
8549,30,48.5,776638,1979,жен.,высшее,49666.0,0,111.056,0,низкий,1,1,0.0084,0.11,204000.0,0.065,4,0
8550,10,53.5,1369510,1969,жен.,начальное,51330.0,1,93.965,0,средний,1,0,0.0076,-1.59,78000.0,0.911,4,0
8551,17,89.5,1078084,1967,жен.,среднее,14742.0,0,106.225,0,низкий,1,1,0.0077,1.71,94000.0,0.066,2,0
8552,42,45.5,2216274,1964,NA,высшее,22055.0,0,87.175,0,низкий,1,0,0.008,-1.12,92000.0,0.603,4,0
8553,63,68.2,826385,1978,жен.,высшее,61498.0,0,101.001,0,высокий,1,1,0.0085,-4.14,117000.0,0.326,2,0
8554,86,28.0,818575,1960,жен.,высшее,42804.0,0,83.826,0,средний,1,0,0.0092,0.65,59000.0,0.041,5,0
8555,50,51.8,885929,1966,муж.,уч. степень,34556.0,0,109.336,0,низкий,1,1,0.0094,1.4,55000.0,0.246,1,0
8556,32,64.7,1803064,1980,NA,высшее,33485.0,0,115.558,0,низкий,1,0,0.0079,-1.01,170000.0,0.851,1,0
8557,18,50.4,1573656,2002,муж.,начальное,30355.0,1,111.854,0,низкий,1,0,0.0076,-5.39,199000.0,0.63,1,0
8558,56,41.6,842819,1970,жен.,высшее,56541.0,0,91.394,0,средний,1,0,0.0081,0.08,158000.0,0.651,1,0
8559,26,97.2,800807,1955,жен.,высшее,12029.0,1,107.589,0,низкий,1,0,0.0073,-3.18,14000.0,0.379,1,0
8560,80,102.5,771952,1959,муж.,высшее,49209.0,0,108.071,0,высокий,0,0,0.0076,3.07,74000.0,0.326,2,0
8561,14,41.7,2213443,1978,жен.,ср. общ.,38422.0,0,113.471,0,средний,1,1,0.0095,1.27,18000.0,0.93,5,0
8562,82,90.9,2219870,1998,муж.,среднее,65052.0,1,123.056,1,средний,1,1,0.0085,-2.99,167000.0,0.304,1,0
8563,29,68.4,2052981,1956,муж.,среднее,30880.0,1,100.24,0,низкий,0,1,0.0085,-0.59,107000.0,0.818,2,0
8564,18,52.6,1542215,1976,жен.,неоконч. высшее,57882.0,0,103.748,0,низкий,0,1,0.0095,0.87,27000.0,0.094,2,0
8565,12,96.2,802190,1955,жен.,ср. специальное,19492.0,1,80.504,0,низкий,1,0,0.0089,-1.39,84000.0,0.627,4,0
8566,51,58.3,562179,1977,муж.,высшее,21358.0,0,79.406,0,низкий,1,1,0.0081,-1.31,286000.0,0.398,4,0
8567,71,86.1,914213,1992,муж.,начальное,30994.0,1,113.812,0,средний,0,1,0.0078,-1.47,209000.0,0.332,4,0
8568,34,73.0,117160,1998,муж.,неоконч. высшее,61492.0,0,102.677,0,высокий,1,1,0.009,0.7,232000.0,0.649,2,0
8569,77,49.5,1924719,1966,муж.,среднее,24986.0,0,101.478,0,средний,1,1,0.0085,1.25,14000.0,0.43,2,0
8570,60,58.2,1446322,1966,жен.,среднее,26749.0,0,85.384,0,средний,1,0,0.0069,-1.18,87000.0,0.225,2,0
8571,83,87.4,1849887,1993,муж.,ср. специальное,72123.0,1,115.386,0,средний,1,1,0.0074,-1.09,19000.0,0.342,2,0
8572,41,78.5,1102405,1994,жен.,уч. степень,20632.0,0,107.716,0,низкий,1,1,0.0075,-4.37,61000.0,0.129,2,0
8573,77,60.2,427460,1979,жен.,неоконч. высшее,37728.0,0,99.616,0,средний,1,1,0.0078,1.51,291000.0,0.814,1,0
8574,76,102.7,638377,1977,жен.,среднее,61144.0,0,109.474,0,высокий,0,1,0.0093,2.94,51000.0,0.899,4,0
8575,31,45.5,1904948,1972,жен.,неоконч. высшее,37749.0,1,91.558,0,высокий,0,0,0.0093,0.56,27000.0,0.636,2,0
8576,83,79.0,2079920,1972,жен.,среднее,42639.0,0,104.61,0,высокий,1,0,0.0078,-0.97,41000.0,0.05,2,0
8577,29,67.0,693330,1981,жен.,среднее,69920.0,1,104.273,0,средний,0,0,0.0074,0.88,44000.0,0.45,3,0
8578,91,57.9,409495,1973,муж.,среднее,42854.0,0,96.445,0,средний,0,1,0.0069,-0.19,61000.0,0.35,2,0
8579,65,68.2,536974,1977,жен.,уч. степень,64742.0,1,114.811,0,высокий,0,1,0.0072,0.1,256000.0,0.614,1,0
8580,41,76.3,215461,1983,муж.,высшее,39220.0,0,101.314,0,средний,1,0,0.0095,0.67,217000.0,0.166,5,0
8581,60,60.7,874734,1999,жен.,неоконч. высшее,44798.0,0,78.454,0,низкий,1,0,0.0087,-1.77,44000.0,0.803,1,0
8582,46,94.5,1293477,2001,жен.,неоконч. высшее,12971.0,0,115.667,0,средний,0,0,0.0085,-1.54,96000.0,0.737,2,0
8583,81,54.6,973363,1975,жен.,высшее,46715.0,1,80.423,0,высокий,1,0,0.009,-1.06,29000.0,0.541,2,0
8584,18,83.1,210492,1999,муж.,ср. специальное,36386.0,1,107.231,0,низкий,1,0,0.0074,-0.8,21000.0,0.067,5,0
8585,39,68.7,526074,1985,муж.,высшее,58923.0,0,108.475,0,низкий,1,0,0.0076,-0.68,129000.0,0.572,3,0
8586,35,91.9,1129517,1986,муж.,уч. степень,34439.0,0,94.026,0,низкий,0,1,0.0078,-6.02,18000.0,0.79,1,0
8587,71,60.6,558558,1986,жен.,ср. общ.,45392.0,1,93.074,0,средний,1,1,0.009,3.41,207000.0,0.432,2,0
8588,32,65.9,1103703,1979,NA,ср. специальное,24402.0,1,112.524,0,средний,1,0,0.009,-0.07,70000.0,0.893,1,0
8589,93,98.6,1033579,1984,муж.,среднее,20260.0,0,109.292,0,высокий,0,1,0.0089,0.09,22000.0,0.857,3,0
8590,16,115.4,2022618,1972,муж.,ср. специальное,70644.0,0,105.156,0,средний,0,0,0.0075,-2.49,294000.0,0.188,3,0
8591,74,64.0,1720234,1963,жен.,среднее,46645.0,0,116.358,0,низкий,1,0,0.0069,0.75,197000.0,0.706,2,0
8592,38,63.5,843763,2002,муж.,ср. специальное,29010.0,1,96.055,0,низкий,1,0,0.0078,1.49,37000.0,0.398,2,0
8593,76,65.3,1177877,1953,муж.,уч. степень,82203.0,0,104.359,0,низкий,1,0,0.0096,-0.05,68000.0,0.031,2,0
8594,32,58.2,1240383,1998,муж.,ср. специальное,68245.0,0,97.093,0,средний,1,1,0.0073,1.95,64000.0,0.443,2,0
8595,48,67.0,1575207,1993,жен.,среднее,22194.0,1,87.358,1,высокий,0,0,0.0081,2.36,82000.0,0.818,3,0
8596,52,82.2,2128610,1964,жен.,среднее,48865.0,1,100.493,0,средний,1,0,0.0083,-1.4,89000.0,0.902,4,0
8597,13,53.1,339787,1973,NA,высшее,40108.0,1,119.574,0,низкий,1,0,0.0083,-1.13,178000.0,0.514,5,0
8598,65,64.4,1086192,1980,жен.,ср. специальное,46340.0,0,104.775,0,высокий,1,0,0.0074,-3.53,60000.0,0.936,4,0
8599,84,65.6,176440,1971,муж.,ср. специальное,41276.0,1,112.867,0,низкий,1,0,0.0083,2.8,269000.0,0.942,4,0
8600,75,45.2,1980870,1998,муж.,начальное,62160.0,1,115.059,0,низкий,1,1,0.0085,-3.68,153000.0,0.736,4,0
8601,76,28.2,876282,1980,жен.,высшее,42456.0,0,114.199,1,низкий,1,1,0.0094,0.06,92000.0,0.559,5,0
8602,32,87.2,819723,1971,жен.,ср. общ.,25236.0,0,92.478,0,низкий,1,1,0.0077,-0.74,30000.0,0.981,1,0
8603,29,93.8,2086005,1966,муж.,среднее,91043.0,0,104.225,0,высокий,1,0,0.0079,0.06,46000.0,0.501,2,0
8604,64,70.0,1728679,1985,жен.,NA,38909.0,0,84.19,0,низкий,0,1,0.0083,2.18,131000.0,0.182,1,0
8605,92,72.0,1388405,1996,жен.,среднее,59710.0,1,97.731,0,низкий,0,1,0.0071,0.31,36000.0,0.951,1,0
8606,62,64.4,521679,1970,жен.,среднее,17554.0,0,101.012,0,средний,1,0,0.0074,3.75,115000.0,0.253,4,0
8607,95,87.8,1074028,2002,муж.,среднее,18103.0,0,127.851,0,высокий,1,0,0.0085,2.99,90000.0,0.499,2,0
8608,70,60.3,1821153,1984,жен.,высшее,75860.0,0,119.49,0,средний,1,0,0.0089,0.81,81000.0,0.752,4,0
8609,72,68.2,724632,1972,жен.,ср. общ.,20963.0,0,114.702,0,средний,0,0,0.0086,2.44,55000.0,0.124,2,0
8610,41,71.0,189389,1965,жен.,высшее,37633.0,0,103.98,0,высокий,1,0,0.009,-1.05,89000.0,0.134,1,0
8611,36,92.0,1548133,1994,муж.,среднее,56403.0,0,93.852,0,средний,1,0,0.0069,0.06,145000.0,0.231,5,0
8612,13,50.3,2152026,2002,жен.,высшее,15885.0,0,114.473,0,средний,1,1,0.0085,1.81,119000.0,0.638,3,0
